imname,grade
cow_1_993.jpg,1
cow_1++_3533.jpg,1++
cow_3_3551.jpg,3
cow_1+_3885.jpg,1+
cow_2_1111.jpg,2
cow_2_2378.jpg,2
cow_2_5813.jpg,2
cow_1_3054.jpg,1
cow_3_3128.jpg,3
cow_3_1620.jpg,3
cow_2_5295.jpg,2
cow_1_5395.jpg,1
cow_1_4497.jpg,1
cow_3_3756.jpg,3
cow_2_4090.jpg,2
cow_2_1148.jpg,2
cow_2_5377.jpg,2
cow_3_988.jpg,3
cow_1+_3159.jpg,1+
cow_1+_5485.jpg,1+
cow_3_1432.jpg,3
cow_1++_229.jpg,1++
cow_1_4755.jpg,1
cow_3_1166.jpg,3
cow_1_2677.jpg,1
cow_2_2.jpg,2
cow_1_5954.jpg,1
cow_1++_3027.jpg,1++
cow_2_1451.jpg,2
cow_1_4788.jpg,1
cow_3_2100.jpg,3
cow_1++_2043.jpg,1++
cow_2_1740.jpg,2
cow_1_4778.jpg,1
cow_3_1214.jpg,3
cow_1_4215.jpg,1
cow_1+_4615.jpg,1+
cow_1_1799.jpg,1
cow_1_2432.jpg,1
cow_1++_5455.jpg,1++
cow_1+_2203.jpg,1+
cow_1_4587.jpg,1
cow_1_2548.jpg,1
cow_1_5429.jpg,1
cow_1+_396.jpg,1+
cow_1++_1651.jpg,1++
cow_3_3811.jpg,3
cow_1++_1133.jpg,1++
cow_1_4319.jpg,1
cow_1_5829.jpg,1
cow_1+_1636.jpg,1+
cow_3_74.jpg,3
cow_1_754.jpg,1
cow_3_1390.jpg,3
cow_2_4425.jpg,2
cow_2_2282.jpg,2
cow_1_5069.jpg,1
cow_1+_3593.jpg,1+
cow_3_2491.jpg,3
cow_1++_3151.jpg,1++
cow_1++_2453.jpg,1++
cow_1++_1566.jpg,1++
cow_3_2648.jpg,3
cow_1+_1457.jpg,1+
cow_1++_4155.jpg,1++
cow_1_5293.jpg,1
cow_1_2006.jpg,1
cow_1+_2585.jpg,1+
cow_1++_3844.jpg,1++
cow_1+_142.jpg,1+
cow_1+_2425.jpg,1+
cow_1++_4937.jpg,1++
cow_2_272.jpg,2
cow_1+_5173.jpg,1+
cow_1++_5654.jpg,1++
cow_2_5424.jpg,2
cow_2_4335.jpg,2
cow_3_1212.jpg,3
cow_3_894.jpg,3
cow_1_4191.jpg,1
cow_1_5255.jpg,1
cow_1+_5216.jpg,1+
cow_1_5647.jpg,1
cow_1++_4926.jpg,1++
cow_2_925.jpg,2
cow_1_3008.jpg,1
cow_3_3015.jpg,3
cow_1_2903.jpg,1
cow_3_2031.jpg,3
cow_1++_444.jpg,1++
cow_1_5125.jpg,1
cow_2_1339.jpg,2
cow_1_3255.jpg,1
cow_1++_5978.jpg,1++
cow_2_654.jpg,2
cow_1++_656.jpg,1++
cow_1+_3803.jpg,1+
cow_1_2212.jpg,1
cow_1+_2747.jpg,1+
cow_1+_1964.jpg,1+
cow_1+_5718.jpg,1+
cow_1_1194.jpg,1
cow_1++_5807.jpg,1++
cow_1+_4018.jpg,1+
cow_1+_1932.jpg,1+
cow_1++_3360.jpg,1++
cow_2_998.jpg,2
cow_1++_1117.jpg,1++
cow_1+_5533.jpg,1+
cow_1_497.jpg,1
cow_1+_1097.jpg,1+
cow_3_2728.jpg,3
cow_2_2296.jpg,2
cow_1_3700.jpg,1
cow_2_4369.jpg,2
cow_2_3909.jpg,2
cow_2_4610.jpg,2
cow_2_5795.jpg,2
cow_1+_170.jpg,1+
cow_1+_2221.jpg,1+
cow_1+_3055.jpg,1+
cow_3_493.jpg,3
cow_1_1023.jpg,1
cow_1+_1626.jpg,1+
cow_1_2224.jpg,1
cow_1_2114.jpg,1
cow_1+_2861.jpg,1+
cow_1++_4448.jpg,1++
cow_1_4830.jpg,1
cow_1_1801.jpg,1
cow_1+_1082.jpg,1+
cow_1++_3363.jpg,1++
cow_1++_1310.jpg,1++
cow_1++_1255.jpg,1++
cow_3_3976.jpg,3
cow_1_593.jpg,1
cow_1+_243.jpg,1+
cow_2_3558.jpg,2
cow_1_1764.jpg,1
cow_1+_1487.jpg,1+
cow_1_2479.jpg,1
cow_1_613.jpg,1
cow_1+_890.jpg,1+
cow_1_4868.jpg,1
cow_3_3426.jpg,3
cow_1_578.jpg,1
cow_1_3862.jpg,1
cow_2_1227.jpg,2
cow_2_1973.jpg,2
cow_2_2613.jpg,2
cow_1++_2343.jpg,1++
cow_3_3256.jpg,3
cow_3_650.jpg,3
cow_1+_647.jpg,1+
cow_3_2521.jpg,3
cow_2_2197.jpg,2
cow_1_4431.jpg,1
cow_2_4670.jpg,2
cow_3_22.jpg,3
cow_1_5699.jpg,1
cow_1++_2629.jpg,1++
cow_3_588.jpg,3
cow_2_2550.jpg,2
cow_1_4459.jpg,1
cow_1_3447.jpg,1
cow_1+_3352.jpg,1+
cow_3_2680.jpg,3
cow_2_2466.jpg,2
cow_1+_1578.jpg,1+
cow_1_5676.jpg,1
cow_1++_4495.jpg,1++
cow_1_5581.jpg,1
cow_1++_4578.jpg,1++
cow_3_1927.jpg,3
cow_1_4949.jpg,1
cow_1_5629.jpg,1
cow_3_3919.jpg,3
cow_2_2122.jpg,2
cow_1_472.jpg,1
cow_1_839.jpg,1
cow_1+_158.jpg,1+
cow_1_3013.jpg,1
cow_1_5929.jpg,1
cow_1_1547.jpg,1
cow_1_3163.jpg,1
cow_1+_3909.jpg,1+
cow_1++_899.jpg,1++
cow_2_1195.jpg,2
cow_1_4027.jpg,1
cow_2_2702.jpg,2
cow_2_4292.jpg,2
cow_3_3809.jpg,3
cow_1_3385.jpg,1
cow_2_4039.jpg,2
cow_1_2258.jpg,1
cow_1_4368.jpg,1
cow_3_745.jpg,3
cow_3_733.jpg,3
cow_1++_2514.jpg,1++
cow_1_1335.jpg,1
cow_3_999.jpg,3
cow_1++_3258.jpg,1++
cow_2_39.jpg,2
cow_1++_5075.jpg,1++
cow_2_3299.jpg,2
cow_2_5730.jpg,2
cow_1_5164.jpg,1
cow_1++_1373.jpg,1++
cow_1++_5620.jpg,1++
cow_1_5024.jpg,1
cow_3_3382.jpg,3
cow_2_2355.jpg,2
cow_1+_3502.jpg,1+
cow_3_3497.jpg,3
cow_1_3663.jpg,1
cow_2_4201.jpg,2
cow_1++_2190.jpg,1++
cow_1_3627.jpg,1
cow_1_3803.jpg,1
cow_2_1657.jpg,2
cow_3_1593.jpg,3
cow_2_5557.jpg,2
cow_1+_2077.jpg,1+
cow_2_2774.jpg,2
cow_3_451.jpg,3
cow_1_595.jpg,1
cow_3_3902.jpg,3
cow_3_3120.jpg,3
cow_1_5501.jpg,1
cow_2_5353.jpg,2
cow_1+_5669.jpg,1+
cow_3_3182.jpg,3
cow_1+_3283.jpg,1+
cow_2_1327.jpg,2
cow_2_1954.jpg,2
cow_3_303.jpg,3
cow_2_5563.jpg,2
cow_2_5958.jpg,2
cow_2_4067.jpg,2
cow_3_1611.jpg,3
cow_2_1312.jpg,2
cow_3_3928.jpg,3
cow_1++_616.jpg,1++
cow_1++_4147.jpg,1++
cow_1++_5179.jpg,1++
cow_1_1625.jpg,1
cow_2_3513.jpg,2
cow_2_1045.jpg,2
cow_1+_4691.jpg,1+
cow_2_12.jpg,2
cow_1+_4429.jpg,1+
cow_3_1178.jpg,3
cow_1+_1754.jpg,1+
cow_3_3565.jpg,3
cow_3_741.jpg,3
cow_1++_5831.jpg,1++
cow_1+_1283.jpg,1+
cow_1++_4341.jpg,1++
cow_2_1450.jpg,2
cow_1_458.jpg,1
cow_1+_682.jpg,1+
cow_3_181.jpg,3
cow_3_1886.jpg,3
cow_3_3617.jpg,3
cow_1_2102.jpg,1
cow_1_762.jpg,1
cow_1_4930.jpg,1
cow_2_4724.jpg,2
cow_2_1589.jpg,2
cow_2_890.jpg,2
cow_1++_5495.jpg,1++
cow_1+_2474.jpg,1+
cow_1++_2520.jpg,1++
cow_1++_4524.jpg,1++
cow_1_2602.jpg,1
cow_3_99.jpg,3
cow_1+_3417.jpg,1+
cow_1+_11.jpg,1+
cow_1+_5172.jpg,1+
cow_2_4118.jpg,2
cow_2_3598.jpg,2
cow_1_4467.jpg,1
cow_1+_2061.jpg,1+
cow_1++_3617.jpg,1++
cow_1++_5481.jpg,1++
cow_1+_1294.jpg,1+
cow_3_2674.jpg,3
cow_3_3666.jpg,3
cow_1_5165.jpg,1
cow_1++_5433.jpg,1++
cow_1++_5595.jpg,1++
cow_1_1741.jpg,1
cow_2_151.jpg,2
cow_2_1198.jpg,2
cow_3_3820.jpg,3
cow_1++_409.jpg,1++
cow_1+_5360.jpg,1+
cow_1++_3888.jpg,1++
cow_2_30.jpg,2
cow_1+_4354.jpg,1+
cow_1_5237.jpg,1
cow_1_1241.jpg,1
cow_1_1676.jpg,1
cow_3_3198.jpg,3
cow_3_1813.jpg,3
cow_2_1791.jpg,2
cow_3_557.jpg,3
cow_2_3733.jpg,2
cow_1+_2045.jpg,1+
cow_1_1712.jpg,1
cow_1_4545.jpg,1
cow_2_1064.jpg,2
cow_2_786.jpg,2
cow_1+_4991.jpg,1+
cow_1++_3137.jpg,1++
cow_1++_3704.jpg,1++
cow_1_3089.jpg,1
cow_3_2035.jpg,3
cow_1+_653.jpg,1+
cow_1_1029.jpg,1
cow_1++_3938.jpg,1++
cow_3_3163.jpg,3
cow_1++_565.jpg,1++
cow_1+_5559.jpg,1+
cow_1++_5245.jpg,1++
cow_1++_5693.jpg,1++
cow_1_1494.jpg,1
cow_1_2383.jpg,1
cow_2_608.jpg,2
cow_3_2360.jpg,3
cow_1++_5783.jpg,1++
cow_2_2631.jpg,2
cow_2_2090.jpg,2
cow_1+_837.jpg,1+
cow_2_4077.jpg,2
cow_3_978.jpg,3
cow_2_4877.jpg,2
cow_3_3733.jpg,3
cow_1_5427.jpg,1
cow_1+_2248.jpg,1+
cow_1_2821.jpg,1
cow_2_4025.jpg,2
cow_1_4712.jpg,1
cow_1++_1286.jpg,1++
cow_1_3191.jpg,1
cow_1_1079.jpg,1
cow_3_102.jpg,3
cow_1++_4984.jpg,1++
cow_1+_4408.jpg,1+
cow_1++_1905.jpg,1++
cow_1++_2135.jpg,1++
cow_1+_5272.jpg,1+
cow_1++_4385.jpg,1++
cow_1++_4610.jpg,1++
cow_1+_4198.jpg,1+
cow_2_4412.jpg,2
cow_2_4517.jpg,2
cow_2_803.jpg,2
cow_1_5306.jpg,1
cow_1++_1275.jpg,1++
cow_2_3919.jpg,2
cow_3_378.jpg,3
cow_1+_3853.jpg,1+
cow_2_4711.jpg,2
cow_3_2029.jpg,3
cow_1++_731.jpg,1++
cow_2_4552.jpg,2
cow_1+_4309.jpg,1+
cow_1+_2759.jpg,1+
cow_3_581.jpg,3
cow_3_2969.jpg,3
cow_3_1494.jpg,3
cow_1+_1916.jpg,1+
cow_3_2021.jpg,3
cow_3_2845.jpg,3
cow_1_4366.jpg,1
cow_2_2346.jpg,2
cow_1_1181.jpg,1
cow_1++_1098.jpg,1++
cow_1++_1411.jpg,1++
cow_1+_4134.jpg,1+
cow_1++_1140.jpg,1++
cow_1_1413.jpg,1
cow_1++_336.jpg,1++
cow_1++_5221.jpg,1++
cow_2_38.jpg,2
cow_1_5520.jpg,1
cow_1_2985.jpg,1
cow_1+_27.jpg,1+
cow_3_3483.jpg,3
cow_1+_5478.jpg,1+
cow_2_3179.jpg,2
cow_3_3022.jpg,3
cow_1_2843.jpg,1
cow_2_575.jpg,2
cow_1++_3104.jpg,1++
cow_2_2515.jpg,2
cow_1+_201.jpg,1+
cow_2_1078.jpg,2
cow_1++_2306.jpg,1++
cow_1+_1490.jpg,1+
cow_1+_2165.jpg,1+
cow_1++_1672.jpg,1++
cow_1++_746.jpg,1++
cow_1+_3828.jpg,1+
cow_1++_1600.jpg,1++
cow_1_4208.jpg,1
cow_1_2898.jpg,1
cow_1++_3296.jpg,1++
cow_1_4510.jpg,1
cow_1_4342.jpg,1
cow_1_5461.jpg,1
cow_1_4752.jpg,1
cow_1+_5077.jpg,1+
cow_1+_5006.jpg,1+
cow_1++_1190.jpg,1++
cow_1+_2419.jpg,1+
cow_3_1335.jpg,3
cow_2_1703.jpg,2
cow_2_2933.jpg,2
cow_1++_5110.jpg,1++
cow_1++_267.jpg,1++
cow_1++_4404.jpg,1++
cow_1+_2713.jpg,1+
cow_1+_306.jpg,1+
cow_3_3215.jpg,3
cow_3_1126.jpg,3
cow_2_2601.jpg,2
cow_1_1264.jpg,1
cow_1_5417.jpg,1
cow_2_1507.jpg,2
cow_1+_119.jpg,1+
cow_1_673.jpg,1
cow_1+_4957.jpg,1+
cow_1+_736.jpg,1+
cow_1+_5782.jpg,1+
cow_1++_5724.jpg,1++
cow_1_5593.jpg,1
cow_2_110.jpg,2
cow_3_901.jpg,3
cow_3_672.jpg,3
cow_1++_5684.jpg,1++
cow_1++_980.jpg,1++
cow_2_2306.jpg,2
cow_1++_851.jpg,1++
cow_3_3288.jpg,3
cow_3_1083.jpg,3
cow_3_3548.jpg,3
cow_3_2633.jpg,3
cow_1++_2127.jpg,1++
cow_3_1488.jpg,3
cow_1++_2481.jpg,1++
cow_2_4800.jpg,2
cow_1++_4027.jpg,1++
cow_2_3485.jpg,2
cow_2_4457.jpg,2
cow_1+_5863.jpg,1+
cow_3_2088.jpg,3
cow_1+_2786.jpg,1+
cow_2_830.jpg,2
cow_1++_4612.jpg,1++
cow_1+_1858.jpg,1+
cow_1_5373.jpg,1
cow_1_3395.jpg,1
cow_1++_3676.jpg,1++
cow_1+_2160.jpg,1+
cow_1_2607.jpg,1
cow_1+_4112.jpg,1+
cow_1+_4072.jpg,1+
cow_1++_3685.jpg,1++
cow_1+_2500.jpg,1+
cow_2_1993.jpg,2
cow_2_327.jpg,2
cow_2_1869.jpg,2
cow_3_1487.jpg,3
cow_1+_4877.jpg,1+
cow_2_5820.jpg,2
cow_3_206.jpg,3
cow_1++_3904.jpg,1++
cow_1+_3066.jpg,1+
cow_1_4916.jpg,1
cow_2_4477.jpg,2
cow_1_1559.jpg,1
cow_1_2434.jpg,1
cow_1_3029.jpg,1
cow_2_791.jpg,2
cow_2_956.jpg,2
cow_1++_2888.jpg,1++
cow_1+_2829.jpg,1+
cow_1_2613.jpg,1
cow_2_1516.jpg,2
cow_2_4079.jpg,2
cow_2_1688.jpg,2
cow_1+_2095.jpg,1+
cow_1++_978.jpg,1++
cow_3_721.jpg,3
cow_1_5682.jpg,1
cow_1_5325.jpg,1
cow_1_4643.jpg,1
cow_3_374.jpg,3
cow_1++_5320.jpg,1++
cow_3_2364.jpg,3
cow_1_5927.jpg,1
cow_1_2803.jpg,1
cow_2_4831.jpg,2
cow_2_371.jpg,2
cow_1_4977.jpg,1
cow_3_3466.jpg,3
cow_3_3444.jpg,3
cow_1_451.jpg,1
cow_1++_3873.jpg,1++
cow_1+_5918.jpg,1+
cow_1_4185.jpg,1
cow_1++_5727.jpg,1++
cow_2_3140.jpg,2
cow_1+_297.jpg,1+
cow_3_1710.jpg,3
cow_1_4875.jpg,1
cow_1+_2194.jpg,1+
cow_2_2982.jpg,2
cow_2_4614.jpg,2
cow_1_3268.jpg,1
cow_3_2487.jpg,3
cow_1_5234.jpg,1
cow_3_2925.jpg,3
cow_3_65.jpg,3
cow_1++_2789.jpg,1++
cow_1+_5307.jpg,1+
cow_1++_1898.jpg,1++
cow_1++_1937.jpg,1++
cow_2_2711.jpg,2
cow_1_4136.jpg,1
cow_1++_2887.jpg,1++
cow_1+_1828.jpg,1+
cow_2_4925.jpg,2
cow_2_1636.jpg,2
cow_1+_4620.jpg,1+
cow_2_2147.jpg,2
cow_1+_2049.jpg,1+
cow_2_160.jpg,2
cow_1_1551.jpg,1
cow_1_2257.jpg,1
cow_2_2847.jpg,2
cow_1++_4497.jpg,1++
cow_3_1139.jpg,3
cow_1_3243.jpg,1
cow_1+_4585.jpg,1+
cow_1_5856.jpg,1
cow_3_684.jpg,3
cow_3_189.jpg,3
cow_2_2791.jpg,2
cow_2_4682.jpg,2
cow_1++_4380.jpg,1++
cow_1_1757.jpg,1
cow_1++_5209.jpg,1++
cow_3_444.jpg,3
cow_2_1878.jpg,2
cow_1_1209.jpg,1
cow_1_2091.jpg,1
cow_2_1504.jpg,2
cow_2_2970.jpg,2
cow_3_3397.jpg,3
cow_1_2820.jpg,1
cow_2_1028.jpg,2
cow_1+_2830.jpg,1+
cow_1_3024.jpg,1
cow_1+_14.jpg,1+
cow_3_3728.jpg,3
cow_3_2324.jpg,3
cow_1_2120.jpg,1
cow_2_1051.jpg,2
cow_1++_3927.jpg,1++
cow_2_1122.jpg,2
cow_2_795.jpg,2
cow_1++_574.jpg,1++
cow_3_3969.jpg,3
cow_1_3899.jpg,1
cow_3_1576.jpg,3
cow_1+_246.jpg,1+
cow_1++_1038.jpg,1++
cow_2_1583.jpg,2
cow_3_603.jpg,3
cow_1+_2013.jpg,1+
cow_1++_4772.jpg,1++
cow_1+_4897.jpg,1+
cow_2_3409.jpg,2
cow_1_205.jpg,1
cow_2_2333.jpg,2
cow_2_953.jpg,2
cow_1+_3731.jpg,1+
cow_2_2015.jpg,2
cow_1++_1613.jpg,1++
cow_1+_2132.jpg,1+
cow_1++_37.jpg,1++
cow_1+_1482.jpg,1+
cow_2_2712.jpg,2
cow_3_2363.jpg,3
cow_1+_3292.jpg,1+
cow_3_1679.jpg,3
cow_1_2860.jpg,1
cow_1+_2510.jpg,1+
cow_1+_260.jpg,1+
cow_2_4084.jpg,2
cow_1_3461.jpg,1
cow_2_1075.jpg,2
cow_1+_94.jpg,1+
cow_2_488.jpg,2
cow_3_2665.jpg,3
cow_1_3546.jpg,1
cow_2_2629.jpg,2
cow_1++_4583.jpg,1++
cow_1+_830.jpg,1+
cow_1++_4688.jpg,1++
cow_3_2869.jpg,3
cow_2_951.jpg,2
cow_1++_4648.jpg,1++
cow_2_1895.jpg,2
cow_3_2257.jpg,3
cow_1_2991.jpg,1
cow_1_5081.jpg,1
cow_1++_3670.jpg,1++
cow_1++_1634.jpg,1++
cow_1+_2239.jpg,1+
cow_3_1019.jpg,3
cow_1_661.jpg,1
cow_1_4964.jpg,1
cow_2_5537.jpg,2
cow_1+_1689.jpg,1+
cow_1+_4220.jpg,1+
cow_1++_3724.jpg,1++
cow_3_1446.jpg,3
cow_1_5952.jpg,1
cow_1+_3416.jpg,1+
cow_2_1910.jpg,2
cow_2_4107.jpg,2
cow_1+_49.jpg,1+
cow_1+_3311.jpg,1+
cow_1++_536.jpg,1++
cow_1_177.jpg,1
cow_1++_4886.jpg,1++
cow_1++_4472.jpg,1++
cow_2_950.jpg,2
cow_1_3537.jpg,1
cow_2_34.jpg,2
cow_1+_1539.jpg,1+
cow_1++_2132.jpg,1++
cow_1+_1011.jpg,1+
cow_3_1110.jpg,3
cow_2_5234.jpg,2
cow_1_2840.jpg,1
cow_1++_742.jpg,1++
cow_3_1984.jpg,3
cow_3_3174.jpg,3
cow_1_4146.jpg,1
cow_3_2594.jpg,3
cow_2_4540.jpg,2
cow_3_3797.jpg,3
cow_2_45.jpg,2
cow_3_152.jpg,3
cow_1++_2037.jpg,1++
cow_1_2292.jpg,1
cow_1_3376.jpg,1
cow_1_2565.jpg,1
cow_3_3420.jpg,3
cow_1++_4522.jpg,1++
cow_1_3175.jpg,1
cow_1_2302.jpg,1
cow_3_2540.jpg,3
cow_1+_3602.jpg,1+
cow_1_4205.jpg,1
cow_1+_1225.jpg,1+
cow_2_1275.jpg,2
cow_1++_2833.jpg,1++
cow_2_2972.jpg,2
cow_1++_434.jpg,1++
cow_2_1854.jpg,2
cow_3_3331.jpg,3
cow_1+_1050.jpg,1+
cow_1_794.jpg,1
cow_3_2147.jpg,3
cow_2_395.jpg,2
cow_1++_2742.jpg,1++
cow_3_2613.jpg,3
cow_2_4177.jpg,2
cow_2_3131.jpg,2
cow_1_345.jpg,1
cow_1++_435.jpg,1++
cow_1+_3153.jpg,1+
cow_1_3748.jpg,1
cow_3_2410.jpg,3
cow_1++_3163.jpg,1++
cow_1_4599.jpg,1
cow_1+_15.jpg,1+
cow_1+_4202.jpg,1+
cow_1++_5629.jpg,1++
cow_1+_5041.jpg,1+
cow_1++_2730.jpg,1++
cow_2_3978.jpg,2
cow_2_2274.jpg,2
cow_2_5984.jpg,2
cow_1_1474.jpg,1
cow_1++_3734.jpg,1++
cow_1_4613.jpg,1
cow_2_3016.jpg,2
cow_1_717.jpg,1
cow_3_1129.jpg,3
cow_2_4261.jpg,2
cow_1_5998.jpg,1
cow_1++_2183.jpg,1++
cow_2_5312.jpg,2
cow_2_3811.jpg,2
cow_2_5473.jpg,2
cow_1_5345.jpg,1
cow_1_5802.jpg,1
cow_1++_5607.jpg,1++
cow_2_1097.jpg,2
cow_2_2153.jpg,2
cow_3_907.jpg,3
cow_1_2622.jpg,1
cow_1++_1821.jpg,1++
cow_1_453.jpg,1
cow_1++_3542.jpg,1++
cow_1+_5548.jpg,1+
cow_3_2254.jpg,3
cow_3_1892.jpg,3
cow_2_1817.jpg,2
cow_2_198.jpg,2
cow_2_4662.jpg,2
cow_1_2150.jpg,1
cow_1+_2497.jpg,1+
cow_1+_1621.jpg,1+
cow_1_776.jpg,1
cow_1++_3015.jpg,1++
cow_3_2900.jpg,3
cow_3_2998.jpg,3
cow_1+_2882.jpg,1+
cow_1+_1287.jpg,1+
cow_1++_2059.jpg,1++
cow_2_3841.jpg,2
cow_1_1280.jpg,1
cow_3_1957.jpg,3
cow_1+_4221.jpg,1+
cow_1++_582.jpg,1++
cow_1_3983.jpg,1
cow_2_2035.jpg,2
cow_2_2309.jpg,2
cow_1++_2527.jpg,1++
cow_1+_758.jpg,1+
cow_1++_1268.jpg,1++
cow_3_100.jpg,3
cow_3_3871.jpg,3
cow_1+_2502.jpg,1+
cow_2_2303.jpg,2
cow_2_5623.jpg,2
cow_2_5281.jpg,2
cow_1++_1303.jpg,1++
cow_2_2914.jpg,2
cow_1+_5550.jpg,1+
cow_1++_3932.jpg,1++
cow_2_1499.jpg,2
cow_1+_2164.jpg,1+
cow_1++_5615.jpg,1++
cow_3_360.jpg,3
cow_2_4815.jpg,2
cow_1_672.jpg,1
cow_1_3440.jpg,1
cow_2_5610.jpg,2
cow_2_4265.jpg,2
cow_1_5292.jpg,1
cow_1+_4983.jpg,1+
cow_1_827.jpg,1
cow_1+_376.jpg,1+
cow_2_192.jpg,2
cow_1+_5206.jpg,1+
cow_2_3755.jpg,2
cow_2_918.jpg,2
cow_1_3133.jpg,1
cow_2_2637.jpg,2
cow_3_972.jpg,3
cow_2_1790.jpg,2
cow_1_2897.jpg,1
cow_1++_4628.jpg,1++
cow_1++_5873.jpg,1++
cow_1_5366.jpg,1
cow_2_64.jpg,2
cow_1_3922.jpg,1
cow_1+_3192.jpg,1+
cow_1++_2747.jpg,1++
cow_1++_4899.jpg,1++
cow_2_1370.jpg,2
cow_1++_5136.jpg,1++
cow_2_1139.jpg,2
cow_1_1574.jpg,1
cow_2_750.jpg,2
cow_1_4589.jpg,1
cow_3_3141.jpg,3
cow_2_860.jpg,2
cow_1+_484.jpg,1+
cow_1++_5996.jpg,1++
cow_1++_5399.jpg,1++
cow_1+_266.jpg,1+
cow_2_4766.jpg,2
cow_2_982.jpg,2
cow_1_3349.jpg,1
cow_1+_2870.jpg,1+
cow_1+_685.jpg,1+
cow_1_2643.jpg,1
cow_3_1616.jpg,3
cow_3_864.jpg,3
cow_2_5147.jpg,2
cow_1++_917.jpg,1++
cow_1_3553.jpg,1
cow_2_5974.jpg,2
cow_2_4056.jpg,2
cow_1+_2368.jpg,1+
cow_1++_2614.jpg,1++
cow_3_811.jpg,3
cow_3_3952.jpg,3
cow_1+_183.jpg,1+
cow_1+_2031.jpg,1+
cow_1_421.jpg,1
cow_1+_2566.jpg,1+
cow_1_5836.jpg,1
cow_1_375.jpg,1
cow_1_4301.jpg,1
cow_1+_5212.jpg,1+
cow_1_5823.jpg,1
cow_1++_1713.jpg,1++
cow_2_3780.jpg,2
cow_1++_699.jpg,1++
cow_1_4173.jpg,1
cow_2_2235.jpg,2
cow_1_4762.jpg,1
cow_1_982.jpg,1
cow_1+_5366.jpg,1+
cow_1++_748.jpg,1++
cow_1_3742.jpg,1
cow_1+_3945.jpg,1+
cow_1_5707.jpg,1
cow_3_3912.jpg,3
cow_2_3493.jpg,2
cow_1+_610.jpg,1+
cow_3_1306.jpg,3
cow_1+_2120.jpg,1+
cow_3_2649.jpg,3
cow_1+_3290.jpg,1+
cow_1++_3367.jpg,1++
cow_1_5319.jpg,1
cow_2_3158.jpg,2
cow_2_98.jpg,2
cow_2_685.jpg,2
cow_1+_4502.jpg,1+
cow_3_1724.jpg,3
cow_3_1626.jpg,3
cow_3_3327.jpg,3
cow_1++_2813.jpg,1++
cow_2_4855.jpg,2
cow_3_1393.jpg,3
cow_1++_3553.jpg,1++
cow_1+_2603.jpg,1+
cow_2_4857.jpg,2
cow_1++_61.jpg,1++
cow_1+_4521.jpg,1+
cow_1+_4292.jpg,1+
cow_2_3180.jpg,2
cow_1++_826.jpg,1++
cow_1++_860.jpg,1++
cow_2_5893.jpg,2
cow_2_759.jpg,2
cow_3_1834.jpg,3
cow_1++_2042.jpg,1++
cow_2_5252.jpg,2
cow_2_5556.jpg,2
cow_2_516.jpg,2
cow_1+_2719.jpg,1+
cow_1++_2546.jpg,1++
cow_2_1691.jpg,2
cow_2_2288.jpg,2
cow_1_1380.jpg,1
cow_2_4643.jpg,2
cow_3_222.jpg,3
cow_1_1690.jpg,1
cow_2_3219.jpg,2
cow_1+_3203.jpg,1+
cow_1+_964.jpg,1+
cow_3_3597.jpg,3
cow_2_2009.jpg,2
cow_1++_2523.jpg,1++
cow_1+_886.jpg,1+
cow_1+_198.jpg,1+
cow_1++_5041.jpg,1++
cow_1++_5436.jpg,1++
cow_3_2075.jpg,3
cow_2_1255.jpg,2
cow_1_3670.jpg,1
cow_1+_4756.jpg,1+
cow_2_2734.jpg,2
cow_1+_4501.jpg,1+
cow_3_3594.jpg,3
cow_3_3372.jpg,3
cow_1_4739.jpg,1
cow_1++_1908.jpg,1++
cow_2_2089.jpg,2
cow_1+_5922.jpg,1+
cow_3_2758.jpg,3
cow_1+_3558.jpg,1+
cow_2_1217.jpg,2
cow_2_178.jpg,2
cow_1_4610.jpg,1
cow_3_630.jpg,3
cow_2_4916.jpg,2
cow_2_2620.jpg,2
cow_1_2163.jpg,1
cow_2_3257.jpg,2
cow_2_1000.jpg,2
cow_2_5956.jpg,2
cow_1+_527.jpg,1+
cow_1_1856.jpg,1
cow_1_2686.jpg,1
cow_3_2958.jpg,3
cow_2_5192.jpg,2
cow_1_206.jpg,1
cow_1_465.jpg,1
cow_1+_2054.jpg,1+
cow_2_3685.jpg,2
cow_2_2911.jpg,2
cow_2_2943.jpg,2
cow_1+_5590.jpg,1+
cow_1_3077.jpg,1
cow_2_4145.jpg,2
cow_1++_1112.jpg,1++
cow_3_2713.jpg,3
cow_1_5549.jpg,1
cow_1+_762.jpg,1+
cow_1+_595.jpg,1+
cow_1+_5106.jpg,1+
cow_1+_2431.jpg,1+
cow_3_1450.jpg,3
cow_3_3582.jpg,3
cow_1++_929.jpg,1++
cow_1_2286.jpg,1
cow_1_2331.jpg,1
cow_1++_5898.jpg,1++
cow_1_2572.jpg,1
cow_1++_4401.jpg,1++
cow_2_3563.jpg,2
cow_1+_2294.jpg,1+
cow_2_540.jpg,2
cow_1+_1036.jpg,1+
cow_1_5558.jpg,1
cow_1_998.jpg,1
cow_1_5068.jpg,1
cow_1_4203.jpg,1
cow_2_1152.jpg,2
cow_1++_1719.jpg,1++
cow_1++_633.jpg,1++
cow_1+_732.jpg,1+
cow_1_1420.jpg,1
cow_1+_789.jpg,1+
cow_2_515.jpg,2
cow_3_1968.jpg,3
